State,murdPerPop,rapesPerPop,robbbPerPop,assaultPerPop,burglPerPop,larcPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
New Jersey,5.4,13.5,2.7,67.48,161.95,645.09,29.69,43.19,89.07
Indiana,0.0,8.31,33.24,41.55,556.71,2127.13,216.04,8.31,83.09
Michigan,0.0,8.31,35.78,259.63,425.23,2882.56,261.29,26.63,83.09
Michigan,0.0,8.31,65.95,135.2,431.97,2384.09,600.15,16.49,83.09
Pennsylvania,0.0,0.0,6.32,101.05,157.9,1023.18,69.48,0.0,107.37
Oregon,5.96,57.04,177.07,92.79,1355.29,6063.03,593.36,51.08,332.86
Pennsylvania,0.0,20.24,28.34,64.77,898.64,1384.39,97.15,8.1,113.34
Ohio,8.53,91.54,376.91,64.77,1510.79,3892.51,916.7,85.25,113.34
New Jersey,0.0,9.59,167.75,309.94,535.2,1848.45,397.81,7.99,487.27
Massachusetts,10.14,24.08,470.19,1259.76,2311.67,2916.2,1982.16,0.0,1764.17
Massachusetts,0.0,0.0,0.0,39.54,96.03,1220.13,16.95,0.0,39.54
New Jersey,3.09,15.47,111.35,278.38,685.65,2519.9,740.3,21.65,408.3
California,5.97,41.79,571.62,1088.03,1358.17,2170.08,1696.96,32.83,1707.41
New Jersey,6.66,6.66,46.64,46.64,313.15,1552.4,206.54,0.0,106.6
Texas,7.79,7.79,54.56,417.02,1972.09,5401.82,978.25,23.38,487.18
Illinois,0.0,7.79,27.15,117.64,464.53,2310.57,111.61,21.11,487.18
Michigan,3.12,7.79,240.37,596.24,1011.43,4154.96,1117.56,34.34,487.18
New Jersey,5.61,84.15,56.1,151.46,847.08,2199.04,263.66,0.0,297.32
Texas,0.0,24.59,8.2,98.35,680.27,991.72,90.16,24.59,131.14
Alabama,7.17,28.68,136.21,587.86,781.42,3190.19,179.22,24.59,759.91
Massachusetts,0.0,0.0,3.33,9.99,233.03,958.75,49.94,6.66,13.32
Washington,0.0,63.31,13.76,154.15,421.16,2177.38,121.12,19.27,231.23
California,1.88,22.52,105.1,411.0,1415.03,3592.01,829.5,50.67,540.49
California,12.72,28.63,322.84,984.41,760.18,1329.52,793.58,15.9,1348.6
Connecticut,0.0,11.49,28.72,45.95,614.52,2015.85,310.13,0.0,86.15
Pennsylvania,0.0,15.02,20.03,35.06,215.36,1312.17,315.52,0.0,70.12
Washington,4.6,23.0,64.41,188.62,897.09,5644.75,266.83,9.2,280.63
Mississippi,3.69,55.29,117.95,272.75,858.8,3693.19,169.55,22.11,449.67
Texas,0.0,53.53,83.27,249.82,612.66,3491.55,386.63,0.0,386.63
Massachusetts,0.0,43.04,53.43,881.55,678.23,2045.09,347.28,5.94,978.02
New Hampshire,0.0,15.86,7.93,39.64,229.94,1379.64,118.93,63.43,63.43
California,6.38,44.69,210.69,172.38,1468.43,4130.75,1110.9,38.31,434.14
Texas,6.18,40.18,123.64,519.27,927.27,3081.63,194.73,77.27,689.27
Texas,7.09,58.15,144.65,485.02,958.69,3563.88,285.05,79.42,694.91
Oklahoma,0.0,31.92,12.77,165.99,689.48,2362.1,197.91,6.38,210.67
Texas,9.32,40.39,151.22,597.64,2039.42,5887.29,439.16,61.11,798.57
Texas,24.3,40.49,40.49,631.68,1085.2,2834.47,267.25,0.0,736.96
California,2.56,25.56,199.37,246.23,1230.28,2584.09,836.66,35.78,473.71
Ohio,4.16,124.94,137.44,395.65,2332.26,5160.13,358.17,83.3,662.2
Oregon,12.21,18.31,97.65,335.67,1031.43,4314.92,543.18,42.72,463.84
Missouri,0.0,17.5,8.75,481.15,551.13,3201.82,157.47,17.5,507.39
California,0.0,45.33,117.33,229.33,853.31,3645.24,514.65,24.0,391.99
Missouri,9.79,39.16,34.26,499.24,920.17,4502.96,176.2,0.0,582.45
Oregon,0.0,77.15,28.93,192.88,1369.47,3404.38,308.61,28.93,298.97
New Jersey,0.0,18.82,244.68,254.09,1185.77,3943.16,329.38,0.0,517.6
California,0.0,40.05,203.59,630.8,1211.53,4605.83,380.48,46.73,874.44
South Carolina,7.25,50.74,594.42,1138.09,2450.16,7335.99,521.93,36.25,1790.5
New York,0.0,37.02,162.9,451.68,659.02,1443.91,177.71,22.21,651.61
Illinois,15.93,37.02,284.93,467.69,1373.09,3685.31,364.59,50.61,651.61
Ohio,0.0,71.19,271.42,146.84,965.56,4516.33,244.73,26.7,489.45
Massachusetts,0.0,14.29,64.32,700.33,600.28,1866.94,641.37,7.15,778.93
Ohio,0.0,7.44,245.48,29.76,773.64,3168.94,230.6,29.76,282.67
California,8.85,67.88,404.33,749.64,1440.25,3842.63,1336.95,38.37,1230.71
Minnesota,0.0,67.88,0.0,22.44,229.96,1295.64,44.87,0.0,1230.71
Massachusetts,0.0,0.0,0.0,186.22,518.75,1296.89,119.71,0.0,186.22
Minnesota,3.78,0.0,101.95,264.32,1011.97,5509.19,445.57,15.1,186.22
Maine,0.0,23.75,15.84,71.26,744.32,2541.77,150.45,0.0,110.86
California,3.47,26.87,186.35,123.94,1093.82,2364.44,873.67,20.8,340.63
Illinois,0.0,26.87,55.54,196.91,1499.55,3892.76,186.81,15.15,340.63
Tennessee,8.94,58.13,80.49,237.0,1046.37,4507.45,621.56,80.49,384.56
Michigan,0.0,58.13,35.27,163.13,555.53,4170.89,193.99,13.23,384.56
Michigan,1.15,58.13,215.77,381.92,716.54,5856.9,1334.99,19.62,384.56
Pennsylvania,0.0,42.27,16.91,50.72,650.94,3094.09,185.98,67.63,109.9
Michigan,0.0,42.27,84.73,261.24,529.55,3325.57,367.15,28.24,109.9
Ohio,0.0,26.0,65.01,117.01,676.07,2593.77,370.54,97.51,208.02
Tennessee,0.0,105.34,153.23,1264.13,1685.5,3236.93,488.41,9.58,1522.7
Florida,18.41,102.92,530.66,1029.08,2227.35,4702.36,1330.05,56.98,1681.08
Pennsylvania,0.0,26.01,10.4,26.01,150.87,842.78,52.02,5.2,62.43
Indiana,0.0,0.0,22.83,7.61,281.58,1742.77,144.6,15.22,30.44
Texas,5.22,36.51,20.86,260.77,203.4,1022.22,93.88,5.22,323.35
Washington,16.94,101.66,177.91,584.55,1304.64,3943.58,626.91,25.42,881.06
California,7.41,14.81,174.59,383.03,381.97,2044.25,682.47,6.35,579.84
Massachusetts,2.71,102.91,224.77,1370.31,1855.06,2843.52,560.58,32.5,1700.7
California,6.06,24.24,181.83,1127.34,1097.04,2945.63,1515.24,72.73,1339.48
Massachusetts,0.0,29.0,29.0,107.71,348.0,1499.71,310.71,0.0,165.71
Alabama,0.0,19.29,115.76,392.31,746.03,2289.54,392.31,0.0,527.37
California,6.01,6.01,102.18,147.27,1145.07,2118.84,546.99,39.07,261.47
Mississippi,9.0,18.0,174.0,99.0,1233.01,5319.05,744.01,9.0,300.0
Oklahoma,0.0,56.32,46.94,131.42,1304.8,3276.07,291.0,9.39,234.68
New Jersey,0.0,72.81,135.21,254.82,1669.35,1456.13,353.63,0.0,462.84
Texas,0.0,18.58,18.58,669.02,1669.35,1456.13,37.17,0.0,706.19
Texas,3.7,92.51,88.81,1017.65,1310.0,3308.29,247.94,22.2,1202.68
Pennsylvania,0.0,69.24,103.86,346.2,787.61,2985.98,285.62,43.28,519.3
Ohio,0.0,16.06,61.02,176.63,651.92,2077.78,195.9,32.11,253.7
Pennsylvania,0.0,5.55,2.78,33.32,172.16,458.18,63.87,5.55,41.65
Michigan,37.71,5.55,1206.73,4932.5,5000.38,6637.0,1184.1,173.47,41.65
Alabama,7.23,43.37,86.74,549.37,498.77,3382.97,65.06,173.47,686.71
Michigan,5.96,43.37,160.91,598.93,1054.83,4293.8,292.01,89.39,686.71
California,7.6,33.44,145.92,354.16,1241.83,2667.58,943.91,12.16,541.12
California,4.7,31.37,67.44,508.13,770.04,3556.92,330.91,123.9,611.64
Georgia,0.0,43.78,56.92,494.72,923.78,4837.79,551.64,35.02,595.42
Wisconsin,0.0,29.78,189.5,124.53,728.23,4569.7,357.35,43.31,343.81
Kentucky,10.93,61.94,72.87,502.82,980.14,3512.48,189.47,10.93,648.57
Connecticut,8.45,104.21,160.55,270.39,1112.55,2608.16,236.59,36.62,543.6
California,3.38,8.46,113.32,345.04,659.64,1187.36,546.32,23.68,470.21
Wyoming,8.27,49.62,16.54,198.48,744.29,4101.89,215.02,0.0,272.91
New Jersey,8.8,44.02,1100.38,864.46,1844.23,2786.59,1608.75,25.97,2017.65
Iowa,3.99,0.0,35.93,359.25,662.62,3428.87,167.65,25.97,399.17
Tennessee,0.0,83.26,35.06,486.42,486.42,1779.14,219.11,17.53,604.73
Florida,0.0,42.04,311.11,517.11,1648.03,5234.17,559.15,29.43,870.26
Texas,9.53,95.33,279.62,1019.99,1201.11,5716.37,845.22,15.89,1404.47
Wisconsin,1.97,21.66,43.33,78.78,608.58,4663.8,179.23,43.33,145.74
Wisconsin,9.23,20.76,374.82,407.11,1485.45,4629.33,546.66,48.44,811.92
Massachusetts,13.34,80.01,450.73,407.11,2093.64,3004.44,2513.7,48.44,811.92
California,8.19,84.62,155.58,383.5,1464.41,4184.41,466.75,27.3,631.89
Texas,9.42,137.56,167.71,849.87,1068.46,3936.53,557.79,13.19,1164.57
Pennsylvania,0.0,8.06,24.18,24.18,241.84,1338.17,40.31,24.18,56.43
North Dakota,0.0,51.82,19.43,58.3,388.68,1982.25,207.29,38.87,129.56
Pennsylvania,0.0,13.55,6.78,271.08,182.98,1077.53,40.66,27.11,291.41
Massachusetts,0.0,26.53,6.63,165.84,384.74,729.68,132.67,0.0,199.0
Michigan,59.51,26.53,1393.57,2196.98,2355.68,4131.12,2866.49,74.39,199.0
Illinois,0.0,26.53,44.1,121.26,538.34,2638.4,248.04,18.37,199.0
Kentucky,0.0,19.94,66.46,385.48,618.1,2857.9,252.56,0.0,471.89
Florida,18.75,45.97,768.17,588.53,3521.48,8756.53,1890.79,38.11,1421.42
Alabama,0.0,54.18,54.18,352.14,541.76,2383.75,99.32,9.03,460.5
Ohio,0.0,7.94,7.94,23.83,127.08,691.02,87.37,0.0,39.71
New York,4.91,24.57,162.15,569.97,692.81,2496.07,358.69,0.0,761.6
Kentucky,9.98,79.8,69.83,209.48,817.96,2503.74,124.69,4.99,369.08
Massachusetts,0.0,15.41,23.12,169.53,863.07,1371.66,462.36,46.24,208.06
Texas,0.0,15.47,77.33,185.59,688.22,2072.38,139.19,38.66,278.38
Colorado,3.55,39.04,63.89,223.62,741.85,3975.44,315.91,28.4,330.1
Washington,3.22,48.29,177.07,138.44,1207.3,8016.48,582.72,41.85,367.02
Ohio,0.0,4.44,8.88,235.37,337.51,950.35,97.7,4.44,248.69
Texas,1.25,19.96,56.12,226.37,822.54,2939.69,262.54,11.85,303.7
Washington,2.33,30.27,93.13,95.46,735.72,2721.71,405.11,25.61,221.18
Michigan,0.0,30.27,54.23,165.28,340.89,3633.59,87.81,18.08,221.18
Florida,0.0,27.2,870.43,861.37,3119.05,6192.76,1622.99,18.13,1759.0
Washington,0.0,134.82,84.26,684.22,1466.18,5814.15,273.01,70.78,903.3
Illinois,0.0,134.82,33.52,102.42,350.09,2549.35,143.39,5.59,903.3
Texas,5.18,98.34,186.34,1718.43,1330.23,3845.76,688.41,119.05,2008.28
Tennessee,5.12,12.79,81.89,470.85,1036.39,4421.93,353.14,38.38,570.65
Connecticut,3.59,7.18,35.91,35.91,463.21,1939.03,165.18,7.18,82.59
Massachusetts,0.0,4.37,8.73,165.96,388.7,1624.67,152.86,0.0,179.06
Florida,8.57,45.73,403.01,983.22,2975.39,5419.16,634.52,20.01,1440.54
Texas,4.56,27.36,296.38,870.91,1176.42,5713.37,424.06,319.18,1199.22
California,0.0,22.8,71.91,175.38,461.25,1385.5,149.07,28.06,270.09
California,2.28,75.24,107.16,264.47,1370.24,4521.1,364.79,57.0,449.15
New Jersey,4.61,4.61,4.61,101.33,483.6,1561.35,73.69,0.0,115.14
North Carolina,26.49,47.3,384.05,817.28,2565.36,6165.58,442.7,18.92,1275.11
Louisiana,16.74,33.47,58.57,1096.14,1631.66,5045.6,125.51,25.1,1204.92
Ohio,9.9,95.7,82.5,102.3,1534.45,4834.35,395.99,6.6,290.39
New York,5.88,35.26,121.45,121.45,644.47,5196.87,11.75,17.63,284.04
Kentucky,0.0,28.59,20.42,465.53,788.14,2552.27,200.1,0.0,514.54
New Jersey,0.0,0.0,4.35,65.24,300.1,904.66,108.73,4.35,69.59
Oklahoma,1.86,66.91,135.69,308.54,1330.83,3890.26,578.06,18.59,513.0
Alabama,6.86,99.5,144.1,566.12,1293.49,2950.66,545.53,18.59,816.58
Pennsylvania,8.54,8.54,115.32,337.4,401.47,2284.96,1618.69,12.81,469.8
Pennsylvania,0.0,69.44,175.42,449.51,1081.75,2784.78,226.58,36.55,694.37
Texas,6.93,34.65,90.1,145.54,1088.09,3499.9,207.91,13.86,277.22
Washington,10.41,72.84,78.04,78.04,920.87,5228.66,244.52,67.63,239.32
California,6.77,45.14,200.85,560.81,1441.52,4140.62,898.76,160.23,813.57
Kentucky,0.0,70.29,306.73,255.61,1137.45,2147.1,728.48,0.0,632.63
Pennsylvania,0.0,17.9,35.79,125.28,697.99,2425.06,187.92,8.95,178.97
Texas,39.78,92.81,490.56,1133.6,1615.87,6370.67,1277.78,99.44,1756.74
Michigan,0.0,92.81,151.34,305.53,705.29,5962.14,616.77,22.84,1756.74
California,0.0,13.33,43.33,116.65,593.23,1106.48,46.66,6.67,173.3
Michigan,0.0,13.33,66.05,102.08,288.24,1717.41,168.14,0.0,173.3
New Jersey,0.0,0.0,92.2,221.28,1825.56,3918.5,175.18,0.0,313.48
California,1.2,23.97,89.9,318.85,674.86,2878.03,261.31,32.36,433.92
Iowa,2.14,34.21,10.69,44.89,307.85,2969.47,147.51,32.36,91.93
Utah,0.0,61.15,192.17,349.41,2087.7,10945.14,1048.22,61.15,602.73
Connecticut,0.0,4.98,24.88,14.93,512.57,2030.36,114.46,4.98,44.79
Massachusetts,0.0,7.39,70.22,413.93,572.84,395.45,114.46,4.98,491.54
Virginia,7.89,28.94,329.78,292.94,807.79,4983.55,849.89,27.19,659.56
South Carolina,0.0,66.54,370.72,855.51,1283.27,5874.52,655.89,0.0,1292.78
Virginia,5.01,40.05,20.02,85.1,270.32,2042.45,115.14,5.01,150.18
Texas,0.0,25.22,28.37,296.29,791.15,2023.58,107.17,15.76,349.87
New Jersey,3.63,10.89,87.13,177.9,718.85,1288.85,446.56,54.46,279.55
Washington,0.0,241.06,136.6,361.59,1534.75,6034.55,498.19,88.39,739.25
Texas,6.78,47.46,54.24,176.27,1830.51,6515.25,576.27,0.0,284.75
Florida,7.09,33.1,374.31,408.2,1802.21,5437.35,1026.79,16.55,822.7
Pennsylvania,22.55,63.7,784.71,391.51,1299.68,3669.03,1833.81,94.42,1262.47
Connecticut,0.0,11.68,85.67,112.93,451.71,1841.9,373.83,7.79,210.28
Kentucky,0.0,22.75,122.84,318.49,691.57,4340.51,254.79,0.0,464.08
Pennsylvania,0.0,21.27,7.09,14.18,63.81,616.85,163.07,0.0,42.54
New Jersey,0.0,10.75,96.79,98.14,588.82,1884.76,604.95,6.72,205.68
Massachusetts,2.06,28.86,22.68,843.23,956.62,2080.24,156.69,2.06,896.83
Colorado,0.99,67.05,25.64,289.9,749.39,3398.87,169.6,26.62,383.57
Rhode Island,0.0,42.98,16.12,16.12,537.26,2509.0,719.93,5.37,75.22
California,15.3,19.13,506.84,721.05,1206.85,1707.95,864.49,19.13,1262.31
Oregon,5.8,28.98,63.76,46.37,892.6,4474.58,197.07,69.55,144.9
Florida,0.0,18.16,962.32,444.85,2850.66,4775.31,1933.73,9.08,1425.33
Florida,6.76,91.2,604.65,905.28,3276.58,8242.13,1675.45,6.76,1607.89
Indiana,0.0,31.78,31.78,58.26,1149.24,4771.74,243.62,0.0,121.81
Texas,17.59,17.59,87.93,444.05,1384.92,3767.86,171.47,30.78,567.16
New Hampshire,6.47,401.35,25.89,194.2,932.16,4712.58,265.41,284.83,627.91
Massachusetts,0.0,7.7,7.7,53.93,61.64,874.49,96.31,0.0,69.34
Pennsylvania,29.5,93.42,904.71,1558.66,1691.42,2124.1,1706.17,54.09,2586.29
Texas,0.0,8.41,33.66,193.52,900.29,2507.36,67.31,0.0,235.59
Michigan,10.38,8.41,251.77,635.93,1521.03,4333.38,351.71,35.04,235.59
Utah,4.19,20.95,33.51,121.49,381.22,2278.92,146.62,29.32,180.13
Florida,9.11,70.24,814.31,1788.62,2902.11,6665.37,1453.01,37.72,2682.28
Pennsylvania,0.0,0.0,0.0,16.92,16.92,490.78,8.46,0.0,16.92
Massachusetts,0.0,5.88,5.88,82.38,258.91,912.09,82.38,0.0,94.15
Ohio,18.98,56.93,436.49,417.51,721.15,2233.05,1056.43,56.93,929.91
Texas,9.11,22.79,77.48,241.55,811.23,4584.81,255.22,9.11,350.93
Washington,5.21,151.12,209.74,164.15,1192.03,5947.11,600.57,78.17,530.22
Oregon,0.0,28.13,86.06,201.91,865.55,3697.21,474.98,47.99,316.1
Ohio,8.61,77.47,51.64,284.04,516.44,3804.44,163.54,0.0,421.76
Alabama,5.75,17.24,11.49,103.45,126.44,321.86,40.23,0.0,137.94
Indiana,0.0,8.03,0.0,208.84,473.9,3277.11,160.64,24.1,216.87
New Jersey,0.0,0.0,0.0,54.25,343.58,1726.94,171.79,0.0,54.25
Texas,6.54,52.93,123.7,488.28,1628.98,5561.37,385.98,41.04,671.46
Pennsylvania,1.37,24.68,100.08,183.71,730.73,2665.17,238.55,9.6,309.84
California,14.48,36.19,415.0,629.74,1937.46,3353.76,1544.18,43.43,1095.4
Pennsylvania,0.0,11.07,48.69,46.48,455.9,2919.11,486.89,43.43,106.23
Alabama,0.0,0.0,20.55,102.77,644.06,2295.31,82.22,43.43,123.33
Michigan,0.0,0.0,18.78,240.44,544.74,3189.57,270.49,7.51,123.33
Pennsylvania,3.92,0.0,3.92,15.68,419.39,1407.13,188.14,0.0,23.52
California,8.74,22.19,289.17,296.57,1182.9,3412.87,1209.8,43.71,616.67
New Jersey,0.0,0.0,45.78,42.92,288.99,1997.2,200.29,14.31,88.7
California,12.98,30.29,488.9,597.07,947.52,1964.26,1345.56,17.31,1129.23
Pennsylvania,3.43,6.85,13.7,34.25,226.07,1438.65,123.31,3.43,58.23
Kentucky,3.75,74.91,44.95,1168.58,1018.76,4415.9,307.13,33.71,1292.18
Ohio,0.0,105.16,403.8,504.75,1800.29,6730.04,626.74,88.33,1013.71
Massachusetts,0.0,29.15,22.67,51.82,576.54,1749.04,424.31,3.24,103.65
California,20.11,70.17,694.52,779.43,2396.4,5493.14,1651.83,58.99,1564.23
Maine,0.0,15.23,30.46,45.68,776.61,2040.51,274.1,22.84,91.37
Michigan,4.28,15.23,342.6,646.65,1040.64,4239.65,946.43,25.69,91.37
Pennsylvania,0.0,23.56,23.56,78.54,392.71,2097.08,109.96,0.0,125.67
Michigan,9.75,23.56,165.81,858.29,985.08,3725.74,87.78,29.26,125.67
Missouri,5.58,33.46,507.5,239.81,1076.35,4573.09,775.19,0.0,786.35
Arizona,3.18,44.51,50.87,340.2,721.73,4085.59,263.89,47.69,438.76
California,14.38,50.32,262.37,420.52,1563.45,4758.65,628.98,3.59,747.58
Alabama,10.61,10.61,37.13,498.54,509.15,2524.53,111.38,3.59,556.88
Wisconsin,0.0,30.84,61.69,35.98,550.04,3598.42,318.72,0.0,128.51
Tennessee,4.74,14.23,109.07,156.49,1085.98,3077.73,436.29,0.0,284.54
Michigan,0.99,14.23,81.21,146.57,615.99,2660.06,439.71,0.0,284.54
California,14.62,91.39,241.28,742.12,2230.02,7497.99,1089.42,138.92,1089.42
California,6.84,22.23,183.86,411.34,1274.22,4112.58,1066.41,28.22,624.28
Florida,16.32,16.32,163.24,424.42,1632.39,8096.64,481.55,8.16,620.31
California,0.0,32.85,39.41,624.06,762.0,2522.5,137.95,39.41,696.31
Wisconsin,7.34,7.34,102.71,44.02,535.54,3389.33,227.42,0.0,161.4
Florida,0.0,46.03,72.33,499.7,1190.08,4076.53,532.58,0.0,618.06
California,3.99,11.97,139.68,87.8,893.96,1923.61,546.75,47.89,243.44
New York,0.0,20.38,31.71,88.33,486.95,1313.64,110.98,18.12,140.42
West Virginia,16.2,70.22,248.47,864.26,1339.6,6346.89,345.7,64.82,1199.16
California,11.64,24.69,320.58,864.26,1390.22,3225.16,1272.08,26.1,1199.16
New York,0.0,4.87,116.89,112.01,457.8,2763.84,53.57,9.74,233.77
Texas,3.91,15.65,15.65,31.31,348.27,1760.91,133.05,3.91,66.52
California,24.78,38.12,703.25,1198.76,1391.24,2189.78,1728.57,49.55,1964.89
West Virginia,0.0,4.83,57.99,459.07,575.05,2967.04,140.14,0.0,521.89
Texas,6.61,13.22,59.48,376.69,819.46,3951.89,251.12,52.87,455.99
Minnesota,2.13,13.22,36.21,59.63,736.89,2881.54,178.9,17.04,455.99
New Jersey,4.92,9.84,44.29,83.66,718.47,2180.01,206.68,4.92,142.71
Massachusetts,0.0,73.38,34.24,709.36,934.4,1560.59,239.71,4.89,816.99
Indiana,0.0,4.05,20.24,0.0,344.09,2011.9,356.23,12.14,24.29
Arkansas,0.0,11.69,17.54,76.0,917.86,3887.75,280.62,5.85,105.23
Ohio,0.0,124.57,47.91,38.33,809.7,4412.61,206.02,14.37,210.81
Minnesota,0.0,124.57,12.13,121.31,776.35,2713.19,315.39,76.83,210.81
Connecticut,9.77,0.0,0.0,78.19,615.72,1514.86,58.64,48.87,87.96
California,6.61,22.04,68.32,218.18,815.41,1458.92,471.61,35.26,315.14
Massachusetts,2.65,37.13,82.23,108.75,1297.05,3363.31,992.02,7.96,230.76
Colorado,4.65,24.0,134.71,330.58,972.38,4145.8,476.13,56.52,493.93
Florida,33.53,53.87,1869.98,1871.83,3241.71,8415.45,2951.52,70.5,3829.21
New Jersey,0.0,7.16,10.73,71.55,314.83,1184.17,89.44,7.16,89.44
Rhode Island,0.0,26.79,6.7,395.15,997.92,1761.44,154.04,0.0,428.64
North Carolina,15.17,60.69,187.14,637.3,1957.41,5927.87,313.59,5.06,900.31
Texas,10.39,25.98,140.3,415.69,1957.41,7165.5,337.75,15.59,592.36
Texas,0.0,63.79,17.4,52.19,713.29,3647.65,301.55,0.0,133.38
Pennsylvania,16.87,50.6,640.97,345.79,927.72,2791.6,556.63,25.3,1054.23
Wisconsin,0.0,5.82,34.92,192.08,774.16,1821.89,145.52,0.0,232.83
Pennsylvania,0.0,32.78,114.74,303.23,557.29,3212.59,409.77,0.0,450.75
New Mexico,11.91,61.71,369.78,1151.97,1953.47,4896.67,852.49,55.04,1595.37
Florida,0.0,3.51,101.72,238.51,1150.47,4833.39,680.46,10.52,343.74
Massachusetts,0.0,7.57,7.57,0.0,211.97,473.14,283.89,0.0,15.14
California,0.0,51.52,38.64,309.12,1088.36,6246.78,341.32,25.76,399.28
California,1.8,37.73,213.79,298.23,1146.22,3221.29,479.69,48.51,551.55
Alabama,12.5,70.81,329.04,2315.8,1807.66,4610.77,316.55,48.51,2728.14
Connecticut,7.04,11.73,63.36,138.45,757.95,3433.06,680.51,7.04,220.58
Ohio,0.0,9.15,36.61,18.3,718.47,2315.58,164.74,0.0,64.07
New Jersey,6.02,22.09,30.12,90.35,785.03,1626.28,208.81,20.08,148.57
California,2.27,9.08,47.67,265.59,542.53,824.01,217.92,18.16,324.61
Florida,0.0,16.96,296.74,991.95,2289.11,6087.33,305.21,25.43,1305.64
New Hampshire,0.0,198.34,0.0,88.15,587.67,3386.47,132.23,14.69,286.49
Washington,5.69,81.59,182.16,595.83,1193.55,5512.33,683.11,75.9,865.28
New Jersey,19.99,62.19,837.31,657.41,2052.19,3573.57,941.7,35.54,1576.9
Florida,0.0,65.41,21.8,893.98,561.46,3472.34,130.83,10.9,981.19
Massachusetts,0.0,12.18,18.27,511.45,596.69,1412.57,170.48,0.0,541.89
Connecticut,35.1,48.26,324.68,302.74,1487.36,4378.73,579.15,26.33,710.78
California,0.0,20.65,147.48,374.59,899.6,1188.65,377.54,32.44,542.71
Mississippi,7.66,7.66,15.32,183.88,551.64,490.35,76.62,7.66,214.53
Michigan,30.17,7.66,772.25,1550.53,2871.79,5544.49,2696.83,66.37,214.53
New Jersey,0.0,17.09,0.0,59.81,256.34,1256.09,59.81,76.9,76.9
New Hampshire,0.0,75.37,0.0,33.5,368.48,1599.53,75.37,25.12,108.87
Massachusetts,0.0,21.85,43.71,211.25,677.45,25910.55,509.91,21.85,276.81
New Jersey,0.0,0.0,29.78,111.67,275.44,2181.2,126.55,7.44,141.44
Pennsylvania,0.0,9.48,66.39,161.23,312.97,1100.15,180.2,9.48,237.1
Texas,4.33,21.66,80.13,116.94,996.19,1764.99,335.67,4.33,223.06
California,0.0,30.18,176.03,603.52,779.54,4506.25,518.02,52.81,809.72
West Virginia,7.43,14.87,89.2,96.63,379.1,2259.72,267.6,14.87,208.13
California,2.5,17.47,88.2,141.45,502.56,2967.09,431.83,40.77,249.62
Florida,7.4,98.08,577.38,940.1,2115.22,7766.9,460.8,46.26,1622.96
New Jersey,0.0,5.35,37.45,37.45,326.31,1642.24,85.59,32.1,80.24
Arizona,1.9,18.38,83.02,148.3,1019.72,3398.23,609.05,14.58,251.6
New Jersey,0.0,0.0,7.52,105.23,450.99,1758.87,97.71,15.03,112.75
Texas,6.12,84.72,92.88,273.54,1149.3,3557.1,346.01,26.54,457.27
New Jersey,7.81,23.44,132.85,105.5,691.6,3438.44,648.61,42.98,269.6
Georgia,0.0,27.11,20.34,33.89,454.18,2697.94,128.8,0.0,81.34
Texas,0.0,0.0,11.1,291.37,1262.59,3707.3,249.74,16.65,302.47
Utah,0.0,22.62,37.7,113.09,1025.33,3354.95,324.19,0.0,173.4
Utah,0.0,31.05,6.21,55.89,440.94,2856.79,124.21,0.0,93.16
Maine,0.0,60.65,40.43,60.65,1268.57,4503.18,303.24,60.65,161.73
California,12.05,18.07,72.27,451.7,1391.23,2258.49,174.66,36.14,554.08
Texas,6.33,60.12,104.42,291.11,958.77,3518.65,262.63,28.48,461.98
Texas,5.11,10.23,56.26,588.18,808.1,2189.03,143.21,5.11,659.78
Connecticut,9.48,0.0,9.48,9.48,611.58,1114.11,118.52,14.22,28.45
Texas,20.03,25.04,130.21,485.78,1827.92,6004.61,405.65,30.05,661.06
Indiana,0.0,62.91,125.82,503.29,999.58,3760.66,866.77,20.97,692.02
California,2.58,30.97,41.3,882.79,1954.0,2472.83,340.72,43.88,957.64
Illinois,8.34,30.97,12.51,133.48,371.25,1918.83,50.06,12.51,957.64
Washington,2.7,64.72,88.99,291.23,800.88,4808.0,560.89,56.63,447.63
Texas,1.92,61.41,95.96,134.34,1068.97,4212.57,583.43,38.38,293.63
Oregon,4.11,41.11,104.83,365.89,1282.68,5354.79,337.12,57.56,515.95
Texas,0.0,22.31,27.89,228.68,686.04,3039.77,139.44,27.89,278.88
Michigan,0.0,22.31,70.51,169.86,576.87,2961.25,272.41,28.84,278.88
Connecticut,0.0,0.0,16.85,78.63,258.34,848.03,44.93,22.46,95.47
Alabama,15.13,51.05,162.61,293.08,1370.85,5462.59,495.4,17.02,521.87
North Carolina,5.43,86.91,434.57,1683.96,3666.68,8593.62,597.53,65.19,2210.88
Alabama,11.14,50.74,198.0,1083.43,1590.8,6188.71,587.81,37.74,1343.3
Iowa,13.46,74.8,185.51,387.48,1668.09,4138.05,312.67,37.74,661.25
Kentucky,0.0,41.65,20.82,270.72,527.56,2221.3,194.36,6.94,333.19
Florida,13.03,40.54,333.03,1074.4,1830.24,5557.33,560.37,49.23,1461.01
Ohio,0.0,0.0,106.99,232.85,465.7,3580.87,232.85,6.29,339.84
California,3.1,37.21,396.87,1075.9,1237.13,5360.91,617.02,40.31,1513.08
Wisconsin,0.0,25.22,27.74,345.46,585.02,5804.78,229.47,47.91,398.42
